"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"Dry Clean USA","1807 B St","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,3,172800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Dry Cleaning To-Your-Door","2810 Roundtop Dr","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Steve Schleper","Owner",,1,57600,"Personal Services (Services)",44,"Garment Pressing And Cleaners","SchleperS@dctyd.com"
"European Dry Cleaners","1779 S 8th St # A","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"Ron Kidd","Owner",,3,349200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Fairway Cleaners","582 S Academy Blvd","Colorado Springs","CO",80910,"El Paso","Male",2147483647,,"Joseph Petrony","Owner",,3,178200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"First Laundromat","472 N Murray Blvd","Colorado Springs","CO",80916,"El Paso","Male",2147483647,,"Sung Yoon","Owner",,1,59400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Fox's Dry Cleaners","2051 B St","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"Won Cho","Owner",,2,399000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Galaxy Clean-A-Drape","6819 Space Village Ave","Colorado Springs","CO",80915,"El Paso","Male",2147483647,,"Angelo Kim","Owner",,2,121200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Galley Cleaners","3625 Galley Rd","Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,3,172800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Gleneagle Cleaners","13808 Gleneagle Dr","Colorado Springs","CO",80921,"El Paso","Male",2147483647,,"Thomas Chang","Owner",,2,116400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Grand View Mkt Place Cleaner","3264 Centennial Blvd","Colorado Springs","CO",80907,"El Paso","Male",2147483647,,"Paul Price","Owner",,3,172800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"J S Cleaner","5138 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,"Shabon Kim","Owner",,6,304000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"J S Cleaners","1580 Space Center Dr","Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,3,176400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Jay's Military Surplus & Dry","1629 Jet Wing Dr","Colorado Springs","CO",80916,"El Paso","Female",2147483647,,"Shelly Bell","Owner",,5,356400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"JSK Cleaners","4853 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,3,172800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"King's Cleaners","2823 E Fountain Blvd","Colorado Springs","CO",80910,"El Paso","Female",2147483647,,"Young Yoo","Owner",,2,122400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"King's Cleaners & Laundromat","1536 S Nevada Ave","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Sun Whang","Owner",,1,58200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"King's One Hour Cleaners","3217 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","Male",2147483647,,"Jung Kim","Owner",,3,185400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"King's One Hour Cleaners","4585 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Shavon Park","President",,4,244800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"King's One Hour Cleaners","5138 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Shavon Park","Owner",,4,237600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Laundry Time","1177 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"John Gambrone","Manager",,6,415800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"London Cleaners","3651 Star Ranch Rd","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Mike Olson","President",,16,460600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Mark's Cleaners & Launderers","4108 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Yong Dreyer","Owner",,1,57000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Martinizing Dry Cleaning","7647 N Union Blvd","Colorado Springs","CO",80920,"El Paso","Female",2147483647,,"Linda Bosserman","Owner",,5,570000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Montebello Cleaners","4340 Montebello Dr","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Won Kim","Owner",,1,342000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"My Personal Valet",,"Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,3,171000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"North Circle Cleaners","1827 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Gung Park","Owner",,1,60600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"One Hour Cleaners","1859 S Nevada Ave","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Ingyung Son","Owner",,2,115200,"Personal Services (Services)",44,"Garment Pressing And Cleaners","Ingyung@peruohc.com"
"One Hour Cleaners","2322 N Wahsatch Ave","Colorado Springs","CO",80907,"El Paso",,2147483647,,,,,9,594000,"Personal Services (Services)",44,"Garment Pressing And Cleaners","Ingyung@peruohc.com"
"One Stop Dry Cleaners","2423 N Union Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Kwong Kim","Owner",,2,121200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Powers Cleaners","5851 Palmer Park Blvd","Colorado Springs","CO",80915,"El Paso","Male",2147483647,,"Wonsoo Kim","Owner",,4,237600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Premier Dry Cleaners","3560 Hartsel Dr","Colorado Springs","CO",80920,"El Paso","Male",2147483647,,"Han Sangbok","Owner",,2,121200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Pressed 4 Time","3150 Wesley Pl","Colorado Springs","CO",80917,"El Paso","Male",2147483647,,"David Harmon","Owner",,2,115200,"Personal Services (Services)",44,"Garment Pressing And Cleaners","DavidHarmon@pressed4time.com"
"Pressed 4 Time Mobile Dry Clng","PO Box 8251","Colorado Springs","CO",80933,"El Paso","Male",2147483647,,"Darryl Perez","Owner",,1,58200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Seoul Cleaners","2547 Delta Dr","Colorado Springs","CO",80910,"El Paso",,2147483647,,,,,1,60600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Seoul Cleaners","9 S Circle Dr","Colorado Springs","CO",80910,"El Paso","Male",2147483647,,"Sun Tetrick","Owner",,2,117600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Springs Cleaners & Alterations","4490 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Kyu Hwang","Owner",,3,172800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Stratmoor Cleaners","1785 B St","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"Sang Suh","Owner",,2,116400,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Summit Cleaners","4730 Centennial Blvd","Colorado Springs","CO",80919,"El Paso","Male",2147483647,7192640695,"Jeff Lavelle","Owner",,3,181800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Summit Cleaners","8710 N Union Blvd","Colorado Springs","CO",80920,"El Paso","Male",2147483647,,"Jeff Lavelle","Owner",,9,594000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Summit Cleaners Restoration","6945 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7192640695,"Ryan Hettich","Owner","www.summitcleaners.com",13,727200,"Personal Services (Services)",44,"Garment Pressing And Cleaners","R_Hettich@summitcleaners.com"
"Sunny's Dry Cleaners & Laundry","1710 Monterey Rd","Colorado Springs","CO",80910,"El Paso","Female",2147483647,,"Tae Sun Latal","President",,1,58200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Superior Cleaners","1532 W Colorado Ave","Colorado Springs","CO",80904,"El Paso",,2147483647,,"J Meyers","President",,11,287100,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Superior Cleaners & Shirt","1532 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Male",2147483647,,"Steve Meyers","Owner",,7,582000,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Top Cleaners","1030 W Baptist Rd","Colorado Springs","CO",80921,"El Paso",,2147483647,,,,,1,61800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Top Cleaners","1716 W Uintah St","Colorado Springs","CO",80904,"El Paso","Male",2147483647,,"Chul Lee","Manager",,2,121200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Top Cleaners","6660 Delmonico Dr","Colorado Springs","CO",80919,"El Paso","Female",2147483647,,"Lee Ran","Owner",,1,60600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"VIP Cleaners","5059 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195929314,"Soh Bae","Owner",,1,61800,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"VIPS One Hour Cleaners","1608 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Young Bae","Owner",,2,115200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"Yong's Cleaners","413 Woodmen Rd","Colorado Springs","CO",80919,"El Paso",,2147483647,,,,,1,61200,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
"York Cleaners","6810 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Young Lee","Owner",,2,123600,"Personal Services (Services)",44,"Garment Pressing And Cleaners",
