"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"Academy Realty Inc","311 Main St","Colorado Springs","CO",80911,"El Paso","Male",2147483647,7193900620,"Rick Guthrie","Owner","www.century21academy.com",52,7030980,"Real Estate (Housing)",19,"Real Estate Agents And Manager","webmaster@century21academy.com"
"Acquire Homes","6189 Lehman Dr Ste 200","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Robert Reinnuth","President",,9,373700,"Real Estate (Housing)",19,"Real Estate Agents And Manager","janice@janicedennison.com"
"Acquire Properties","6189 Lehman Dr # 200","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195929952,"Lynn Smith","Manager",,16,2572800,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Action Appraisers","6547 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Rick Smithson","Owner",,3,414060,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Action Matrix","1607 Ridgeway Ave","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"Michael Chance","Manager","www.nakedontv.com",3,410040,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Acts 238 Appraisal Service","905 NOLTE DR W","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"Ronald Kelly","Principal",,2,121200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Adair Rentals","1713 W Boulder St","Colorado Springs","CO",80904,"El Paso",,2147483647,,"Bobby Adair","Owner",,2,104000,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Advanced Appraisal","102 S Tejon St # 1100","Colorado Springs","CO",80903,"El Paso","Male",2147483647,,"Wally Sisler","Owner",,1,131320,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Advanced Relocation Management","14755 Cherry Hills Pl","Colorado Springs","CO",80921,"El Paso",,2147483647,,,,,4,519920,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Advanced Relocation Mgmt","2245 Patrician Way","Colorado Springs","CO",80909,"El Paso","Female",2147483647,,"Esther Kerin","Owner","www.advancedrelocation.com",4,552080,"Real Estate (Housing)",19,"Real Estate Agents And Manager","webmaster@advancedrelocation.com"
"Advantage Rent A Car","1645 N Newport Rd","Colorado Springs","CO",80916,"El Paso",,2147483647,,,,,0,0,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Affiliated Appraisers","7235 Grand Cascade Pt","Colorado Springs","CO",80922,"El Paso","Male",2147483647,,"Mike Garrett","Owner",,3,410040,"Real Estate (Housing)",19,"Real Estate Agents And Manager","Mike@affiliatedapprs.com"
"Affiliated Appraisers","P.O. BOX 332","Colorado Springs","CO",80901,"El Paso","male",2147483647,,"Mike Garrett","President",,2,116400,"Real Estate (Housing)",19,"Real Estate Agents And Manager","Mike@affiliatedapprs.com"
"Airlan Arms","1930 E LA Salle St","Colorado Springs","CO",80909,"El Paso","Female",2147483647,,"Margie Rauer","Manager",,2,270680,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Ajr Real Property Holdings LLC","530 E Kiowa St","Colorado Springs","CO",80903,"El Paso","male",2147483647,,"Dave Young","President",,2,121200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Albrecht & Co","2116 N Nevada Ave","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7195330083,"Todd Albrecht","Owner",,5,636500,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Alessi Investment Properties","2989 Broadmoor Valley Rd C","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Joseph Alessi","Chief Executive Officer",,2,111100,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Alexander Company","1402 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","female",2147483647,,"Judy Alexander","Owner",,2,117600,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Alexander Team LLC","6375 Delmonico Dr","Colorado Springs","CO",80919,"El Paso","male",2147483647,,"Jerry Alexander","Principal",,2,112200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"All American Realty","216 N Spruce St","Colorado Springs","CO",80905,"El Paso","male",2147483647,7195780448,"Emil Jares","Owner",,2,107800,"Real Estate (Housing)",19,"Real Estate Agents And Manager","JEmil@coldwellbankerkc.com"
"All Area Home Inspections","PO Box 51135","Colorado Springs","CO",80949,"El Paso","Male",2147483647,,"Jeff Swanson","Owner",,1,138020,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"All Area Home Inspections","PO Box 52235","Colorado Springs","CO",80949,"El Paso","Male",2147483647,,"Jeff Swanson","Owner",,1,128640,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"All Home Solutions LLC","4980 Turquoise Dr","Colorado Springs","CO",80918,"El Paso",,2147483647,7195997414,,,,4,557440,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"All Look Realty","2027 E Bijou St","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"James Daily","President",,7,148500,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"All Seasons LLC","1610 S Tejon St","Colorado Springs","CO",80906,"El Paso","Female",2147483647,7196324290,"Carolyn Rogers","Owner","www.all-seasons.com",2,771840,"Real Estate (Housing)",19,"Real Estate Agents And Manager","techsupport@all-seasons.com"
"All Seasons Realtors","1610 S Tejon St","Colorado Springs","CO",80906,"El Paso","female",2147483647,,"Carolyn Rogers","Member",,2,111100,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"All-Pro Realty","3021 N Hancock Ave # 205","Colorado Springs","CO",80907,"El Paso","Male",2147483647,,"Jack Steinhour","Owner",,4,557440,"Real Estate (Housing)",19,"Real Estate Agents And Manager","jack.steinhour@ppar.com"
"Allied Appraisal","2103 Peacemaker Ter W","Colorado Springs","CO",80920,"El Paso","Male",2147483647,,"Jim Wilkerson","Owner",,1,139360,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Allied Home Inspection","PO Box 76524","Colorado Springs","CO",80970,"El Paso","Female",2147483647,,"Debbie Baca","Manager",,2,273360,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Alt Behavior","102 S Tejon St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,2,106700,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Always Right Property Mgmt","1210 N Murray Blvd","Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,4,519920,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"America 2000 Inc","726 S Tejon St","Colorado Springs","CO",80903,"El Paso","male",2147483647,7196338383,"Barry Martin","President",,8,295800,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"American Home Value","675 Suthpointe CT Ste 201","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Robert Myers","President",,4,222200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"American Property Management","3130 Boychuck Ave","Colorado Springs","CO",80910,"El Paso",,2147483647,,,,,4,519920,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"American Real Estate Exchange","1515 S Tejon St # 100","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"William S Shirley","Owner",,9,1082720,"Real Estate (Housing)",19,"Real Estate Agents And Manager","william.shirley@ppar.com"
"American Spectrum RE Svcs","P.O. BOX 1695","Colorado Springs","CO",80901,"El Paso","male",2147483647,,"Jay Carlson","Manager",,0,0,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Americasitas Realestate","PO Box 7793","Colorado Springs","CO",80933,"El Paso","Male",2147483647,,"Elizabeth Donn","Owner",,1,138020,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Amerispec Home Inspection Svc","PO Box 62892","Colorado Springs","CO",80962,"El Paso","Male",2147483647,,"Robert Pyne","Owner",,3,779880,"Real Estate (Housing)",19,"Real Estate Agents And Manager","steve.mcfaddin@purcellville.com"
"Anthony D Cichello","PO Box 7876","Colorado Springs","CO",80933,"El Paso","Male",2147483647,,"Anthony D Cichello",,,4,530640,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"AOG Relocation Svc Inc","660 Southpointe Ct # 200","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,4,514560,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Blue Book Of Greater","210 Bennington Dr","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,4,552080,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Hunters","Flintridge Plz","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,1,139360,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Liners","128 S Tejon St # 410","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,4,530640,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Property Svc","975 Bayfield Dr","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"Jay Keelty Smith","Partner",,2,265320,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Pros","3928 N Academy Blvd","Colorado Springs","CO",80917,"El Paso","Female",2147483647,7195971323,"Lisa Schultz","Owner","www.springsrentals.com",3,406020,"Real Estate (Housing)",19,"Real Estate Agents And Manager","Lisa@apartmentpros.com"
"Apartment Resource","5525 Erindale Dr","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Tami Kear","Owner",,1,136680,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Shoppers Guide","2 N Cascade Ave # 560","Colorado Springs","CO",80903,"El Paso","Female",2147483647,7195774695,"Susanna Kelland","Publisher",,3,389940,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Apartment Solutions","660 Southpointe Ct # 312","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7195762918,"Tom Narvaez","Owner",,2,254600,"Real Estate (Housing)",19,"Real Estate Agents And Manager","Tom@apartmentsolutions.net"
"Apartments Etc","632 S Academy Blvd","Colorado Springs","CO",80910,"El Paso","Female",2147483647,7196379422,"Janet Bauer","Owner","www.apartmentsetc.com",4,546720,"Real Estate (Housing)",19,"Real Estate Agents And Manager","kevin@apartmentsetc.com"
"Applegate Associates Inc","2123 Wood Ave","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Edward Applegate","President",,2,95040,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Appraisal Network","833 E Platte Ave Ste 4","Colorado Springs","CO",80903,"El Paso","male",2147483647,,"Tim Doody","Owner",,2,108900,"Real Estate (Housing)",19,"Real Estate Agents And Manager","christopher.carter@ppar.com"
"Appraisal Professionals LLC","6147 Tally Ho Ln","Colorado Springs","CO",80922,"El Paso","Male",2147483647,,"Jason Archuleta","Owner",,2,265320,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Appraisal Station",,"Colorado Springs","CO",80903,"El Paso",,2147483647,7196347555,,,,1,136680,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Appraisal Technologies Inc","4867 Sweetgrass Ln","Colorado Springs","CO",80922,"El Paso",,2147483647,,,,,2,113300,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Appraise America","2345 Academy Pl # 110","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195739310,"Tom Knuckles","Manager",,4,530640,"Real Estate (Housing)",19,"Real Estate Agents And Manager","thomas.knuckles@ppar.com"
"Arcos Appraisal Group LLC","390 Paisley Dr","Colorado Springs","CO",80906,"El Paso","female",2147483647,,"Sandra Duvall","Principal",,2,121200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Arlin Messler Realty","3516 Templeton Gap Rd","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Arlin Messler","Co-Owner",,2,111100,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Armed Forces Realty Exchange","6809 Space Village Ave","Colorado Springs","CO",80915,"El Paso","Male",2147483647,7195969327,"Terry Eisenman","Owner",,3,389940,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Arrowhead Management","930 N Murray Blvd APT 24","Colorado Springs","CO",80915,"El Paso","male",2147483647,,"Dave McNab","Owner",,13,556200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Asbjornsen Realty Inc","5527 N Union Blvd # 203","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Jerry Asbjornsen","Owner",,3,389940,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Ask Whit","5265 N Academy Blvd # 3300","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Robert Whitfield","Owner",,2,106700,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Asl Properties LLC","19 S Tejon St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,4,530640,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Asmantop LLC","2510 Oak Hills Dr","Colorado Springs","CO",80919,"El Paso","female",2147483647,,"Theresa Davis","Manager",,2,116400,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Aspen Appraisal Svc",,"Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,4,546720,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Assist 2 Sell","3834 Maizeland Rd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195963315,"Paul Beethe","Owner",,10,836160,"Real Estate (Housing)",19,"Real Estate Agents And Manager","traci.price@ppar.com"
"Assist 2 Sell","6455 N Union Blvd # 100","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195481999,"Tanya Stevenson","Partner","www.coloradospringsehomes.com",13,1857240,"Real Estate (Housing)",19,"Real Estate Agents And Manager","traci.price@ppar.com"
"Assist 2 Sell","97 Widefield Blvd","Colorado Springs","CO",80911,"El Paso","Male",2147483647,7193915826,"Steve Aragon","Owner","www.myfuturehome.info",13,1380200,"Real Estate (Housing)",19,"Real Estate Agents And Manager","traci.price@ppar.com"
"Assist 2 Sell Value First Rlty","97 Widefield Blvd","Colorado Springs","CO",80911,"El Paso","male",2147483647,,"Steve Aragon","President",,11,484800,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Associated Appraisers-Colorado","1322 N Academy Blvd # 214","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Donald R Snyder","Owner",,1,131320,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Assurance Home Inspection Svc","2659 Marston Hts","Colorado Springs","CO",80920,"El Paso","Male",2147483647,,"Mike Colp","Owner",,2,276040,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Attic To Basement Home Inspctn","1630 Delta Rd","Colorado Springs","CO",80920,"El Paso","Male",2147483647,,"Bernie Williams","Owner",,1,131320,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Attorney's Realty Svc","1585 York Rd","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,4,552080,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Avalon Inspection Svc",,"Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,4,541360,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Avalon Properties","1785 N Academy Blvd # 128","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195709270,"Stephen Cox","Owner","www.homesbyavalon.com",22,2733600,"Real Estate (Housing)",19,"Real Estate Agents And Manager","weldonshaver@homesbyavalon.com"
"Avenue Brokers LTD","1023 N Weber St","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7194759697,"Charles Albrecht","Owner",,2,278720,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Avenue Realestate","2130 Academy Cir # D","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"John Day","Owner",,3,397980,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Avenue Realestate Co","4860 Platinum Dr","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195220966,"John Day","Owner",,4,514560,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Axis Commercial Realty","5360 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,4,546720,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Axis Commercial Realty Inc","P.O. BOX 25872","Colorado Springs","CO",80936,"El Paso","female",2147483647,,"Sherry Gregory","Branch Manager",,0,0,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"B J Burnes Re/Max Real Estate","6760 Corporate Dr","Colorado Springs","CO",80919,"El Paso","Female",2147483647,7195364305,"B J Burns","Owner",,5,663300,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"B&S Quality Management Inc","4785 Diamond Dr","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"William Freidenberger","President",,2,111100,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"B-H Property Management Inc","315 N Weber St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,0,0,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"B-H Property Management Inc","P.O. BOX 9744","Colorado Springs","CO",80932,"El Paso","male",2147483647,,"Gerald Bradshaw","President",,3,176400,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Bach Commercial Brokerage Co","2950 Prof Pl Ste 207","Colorado Springs","CO",80904,"El Paso","male",2147483647,,"Steve Bach","President",,4,201600,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Bach Commercial Brokerage Co","2950 Professional Pl # 207","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7194420649,"Steve Bach","Owner",,3,414060,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Ball & Co Realtors","1402 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Steve Ball","Owner",,1,135340,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Ballard Co","111 S 8th St","Colorado Springs","CO",80905,"El Paso",,2147483647,,,,,4,525280,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Barbara Gair Realty","534 Lakewood Cir","Colorado Springs","CO",80910,"El Paso","female",2147483647,,"Barbara Gair","Owner",,2,117600,"Real Estate (Housing)",19,"Real Estate Agents And Manager","barbara.gair@ppar.com"
"Barbara Thomas Realty","2540 Rimrock Dr","Colorado Springs","CO",80915,"El Paso","Female",2147483647,,"Barbara Thomas","Owner",,1,136680,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Bare Minimum LLC","102 E Pikes Peak Ave # 200","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,2,113300,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Barnes Mangement West Inc","2204 Glenwood Cir","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Roger Kampsen","Treasurer",,3,164900,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Bartels Appraisal Svc Inc","229 Dolomite Dr","Colorado Springs","CO",80919,"El Paso","Female",2147483647,,"Lorie Skabo","Owner",,1,131320,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Bath RE Investments Lllp","2050 Cornerstone Dr","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Eugene Bath","Principal",,2,113300,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Beers Realty Inc","2320 Caddie CT","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Bruce Beers","Principal",,2,124800,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Behr & Behr Real Estate Inc","4945 Country Brook CT","Colorado Springs","CO",80917,"El Paso",,2147483647,,,,,2,114400,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Bennett Shellenberger Realty","559 E Pikes Peak Ave # 203","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7194711707,"Thomas Gorab","President","www.bsrsince1890.com",3,1018400,"Real Estate (Housing)",19,"Real Estate Agents And Manager","T_Gorab@bsrsince1890.com"
"Benson Price Commercial Inc","1065 Elkton Dr","Colorado Springs","CO",80907,"El Paso","Male",2147483647,,"Benson Price","Owner","www.bensonprice.com",13,2291400,"Real Estate (Housing)",19,"Real Estate Agents And Manager","sprice@bensonprice.com"
"Benson Price Commercial Inc","P.O. BOX 25069","Colorado Springs","CO",80936,"El Paso","male",2147483647,,"Scott Benson","President",,5,1030000,"Real Estate (Housing)",19,"Real Estate Agents And Manager","sprice@bensonprice.com"
"Berger & Elliott Real Estate","6189 Lehman Dr # 200","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195929952,"Lois Elliott","Owner",,4,519920,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Berry George C & Associates","2150 Academy Cir","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"George Berry","President",,4,218250,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Best Friend Real Estate","8455 Stratus Dr","Colorado Springs","CO",80920,"El Paso",,2147483647,,,,,4,541360,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Best Real Estate & Prprty Mgmt","6055 Lehman Dr # 105","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195316120,"Terry Parker","President",,2,273360,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Best Realty","13771 Narrowleaf Dr","Colorado Springs","CO",80921,"El Paso","Male",2147483647,,"Nicolas M Samila","Owner",,3,389940,"Real Estate (Housing)",19,"Real Estate Agents And Manager","Nicolas M@c21bestrealty.com"
"Best Realty LLC","13771 Narrowleaf Dr","Colorado Springs","CO",80921,"El Paso","male",2147483647,,"Nicolas Samila","Member",,2,25500,"Real Estate (Housing)",19,"Real Estate Agents And Manager","nicolas.samila@ppar.com"
"Best Residential Appraisal Svc","14260 Gleneagle Dr","Colorado Springs","CO",80921,"El Paso","Male",2147483647,,"Walter Fedczuk","Owner",,1,131320,"Real Estate (Housing)",19,"Real Estate Agents And Manager","harold@appraisalspecialtiescom"
"Better Homes Realty","1355 N Union Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Jerry Ridenour","Manager",,1,136680,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Betty Altrichter Realty","5 Sanford Rd","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Betty Altrichter","Owner",,1,128640,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Big Sky Realty","5135 Topaz Dr","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"James Riggins","Owner",,2,111100,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Big Star Realty","5085 Platinum Dr","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Susan Schooler","Manager",,2,262640,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Biggers & Associates","1915 Oak Hills Dr","Colorado Springs","CO",80919,"El Paso","female",2147483647,,"Maureen Biggers","Owner",,1,53200,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Birger & Birger Inc","2124 Wake Forest Ct","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Charles Birger","President",,2,148500,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
"Blackwell & Titus","216 E Las Vegas St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,7193900234,"Janice Titus","Partner",,23,2760400,"Real Estate (Housing)",19,"Real Estate Agents And Manager",
