"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"Plaza 21 Discount Liquors","1014 S 21st St # E","Colorado Springs","CO",80904,"El Paso","Male",2147483647,,"Kan Chi","Owner",,3,698340,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Plaza 21 Discount Liquors","1014 S 21st St Ste E","Colorado Springs","CO",80904,"El Paso",,2147483647,,"K Choi","Owner",,5,426800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Powers Liquor Mart","5847 Palmer Park Blvd","Colorado Springs","CO",80915,"El Paso","Male",2147483647,7195964711,"Richard Dowling","Manager","www.powersliquor.com",19,4474800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Powers Liquor Mart LLC","5847 Palmer Park Blvd","Colorado Springs","CO",80915,"El Paso","male",2147483647,,"Don Williams","Member",,3,674500,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Quality Liquors","2871 N Murray Blvd","Colorado Springs","CO",80917,"El Paso",,2147483647,,"Ali Talebi","Member",,3,272700,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Quart House Liquors","2738 Palmer Park Blvd","Colorado Springs","CO",80909,"El Paso",,2147483647,,"Junoh Kwon","President",,2,93730,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Queen Liquor","1744 W Uintah St","Colorado Springs","CO",80904,"El Paso","Female",2147483647,,"Stephani Schultz","Owner",,4,1534540,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Queen Liquors Inc","1744 W Uintah St","Colorado Springs","CO",80904,"El Paso","female",2147483647,,"Stephani Schultz","President",,10,757500,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"R & R Liquor","1845 Main St","Colorado Springs","CO",80911,"El Paso","Female",2147483647,,"Rosemarie Rawlinson","Owner",,4,894960,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"R&R Liquor","1845 Main St","Colorado Springs","CO",80911,"El Paso","female",2147483647,,"Rosemarie Rawlinson","Owner",,8,540600,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Rampart Liquors","7635 N Union Blvd","Colorado Springs","CO",80920,"El Paso",,2147483647,,"Asfaw Tesfay","Principal",,4,363600,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Red Rock Liquors","3139 W Colorado Ave","Colorado Springs","CO",80904,"El Paso",,2147483647,,,,,5,1118700,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Ruskin Liquor","3960 Airport Rd","Colorado Springs","CO",80910,"El Paso","Male",2147483647,,"Gaspar Martinez","Owner",,2,438440,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Sandcreek Liquor LLC","1447 S Murray Blvd","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"Yong Kim","Owner",,1,90900,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Satellite Liquor","296 S Academy Blvd","Colorado Springs","CO",80910,"El Paso",,2147483647,,,,,3,691560,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Schnapps Box Liquors","2515 S Chelton Rd","Colorado Springs","CO",80916,"El Paso",,2147483647,,"Lee Hoon","President",,2,172800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Security Discount Liquor","314 Main St","Colorado Springs","CO",80911,"El Paso","Male",2147483647,,"Soon Kim","Owner",,3,698340,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Security Discount Liquor LLC","314 Main St","Colorado Springs","CO",80911,"El Paso",,2147483647,,"Kim Hee","President",,2,181800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Shamrock Liquor","2867 Dublin Blvd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Kulvir Chahal","Owner",,1,223740,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Shamrock Liquor Inc","2867 Dublin Blvd","Colorado Springs","CO",80918,"El Paso","female",2147483647,,"Cheryl Kondrato","President",,1,89100,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"South Liquor Mart Ht Corp","1701 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"Hong Troung","President",,3,256500,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"South Liquor Mart LLC","1701 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","Male",2147483647,,"Hong Troung","Owner",,2,447480,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"South Nevada Liquors","1107 S Nevada Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,"Choon Pak","Chief Executive Officer",,1,87300,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"South Nevada Liquors","1107 S Nevada Ave # 115","Colorado Springs","CO",80903,"El Paso","Male",2147483647,,"Choon Pak","Owner",,2,456520,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Southwest Wine & Spirits","1785 S 8th St # B","Colorado Springs","CO",80906,"El Paso","Female",2147483647,7193890824,"Kathlene Keegan","Owner",,4,894960,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Southwest Wine & Spirits Inc","1785 S 8th St Ste B","Colorado Springs","CO",80906,"El Paso",,2147483647,,"Kat Keegan","President",,5,435600,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Spirit World Wine and Lq Whse","4401 Mark Dabling Blvd","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Larry Nichols","Member",,14,1287000,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Spirits At Westwind","4333 Centennial Blvd","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Butch Thurston","Owner",,9,545900,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Spirits House Liquors","6 Widefield Blvd","Colorado Springs","CO",80911,"El Paso",,2147483647,,"Borghild Lichtenberg","President",,6,613800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Sportz Beverages","P.O. BOX 75160","Colorado Springs","CO",80970,"El Paso","male",2147483647,,"Randy Walker","Member",,3,267300,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Spring Creek Liquors","1720 S Circle Dr","Colorado Springs","CO",80910,"El Paso",,2147483647,,"F Gebremichael",,,2,178200,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Spring Liquors","2905 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","male",2147483647,,"John Lee","Member",,2,176400,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Springs Liquor Outlet","6010 N Carefree Cir","Colorado Springs","CO",80922,"El Paso","Female",2147483647,7195735778,"Suni Harris","Owner",,13,2327800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Springs Liquor Outlet Inc","15 Mirada Rd","Colorado Springs","CO",80906,"El Paso",,2147483647,,"Sun Harris","Owner",,8,742500,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Springs Liquors","2905 W Colorado Ave","Colorado Springs","CO",80904,"El Paso",,2147483647,,,,,3,664440,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Stratmoor Liquor","1807 B St","Colorado Springs","CO",80906,"El Paso","female",2147483647,,"Rhonda Rockwell","Owner",,3,272700,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Stratmoor Liquors","1807 B St # A","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Rhonda Rockwell","Owner",,2,456520,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Tranquil Spirits Alpaca Ranch","2543 Raywood Vw APT 1115","Colorado Springs","CO",80920,"El Paso","female",2147483647,,"Carrie Decker","President",,2,176400,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Valli Hi Discount Liquor","441 S Circle Dr","Colorado Springs","CO",80910,"El Paso",,2147483647,,"Han Lee","President",,2,181800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Village Seven Liquor","4759 N Carefree Cir","Colorado Springs","CO",80917,"El Paso","male",2147483647,,"Roger Badesa","Owner",,2,181800,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Village Seven Liquors","4759 N Carefree Cir","Colorado Springs","CO",80917,"El Paso","Male",2147483647,,"Surinder Badhesha","Owner",,2,433920,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Village Vineyards","5158 Centennial Blvd","Colorado Springs","CO",80919,"El Paso","Male",2147483647,,"Susan Blake","Owner",,1,216960,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Village Vinyards","5158 Centennial Blvd","Colorado Springs","CO",80919,"El Paso","male",2147483647,,"Kent Freudenberg","Owner",,3,431200,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Vintage's Wines & Spirits","9 S Tejon St","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7195205733,"Michael Collins","Owner",,4,922080,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Vintages Wine & Spirits","9 S Tejon St","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Erin Collins","President",,5,264600,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Voyager Liquor","12325 Middle Creek Village Pt","Colorado Springs","CO",80921,"El Paso","Male",2147483647,,"Robert Madden","Owner",,3,698340,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Weber Street Liquor","712 N Weber St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Bonnie Vaeth","Owner",,5,1141300,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Weber Street Liquors Inc","712 N Weber St","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Bonnie Vaeth","President",,5,151500,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Wildcat Wine & Spirits","3996 Red Cedar Dr","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"David L Thomas","Owner",,1,1288200,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Wine Store","523 S Cascade Ave # A","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Beth Kirk-Small","Owner",,2,461040,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Wine Store LLC","523 S Cascade Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,2,171700,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Woodmen Wine & Liquor","3502 Hartsel Dr","Colorado Springs","CO",80920,"El Paso","Female",2147483647,,"Dee Jones","President",,5,1118700,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Woodmen Wine & Liquor Inc","3502 Hartsel Dr","Colorado Springs","CO",80920,"El Paso",,2147483647,,"Dee Jones","President",,8,626200,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
"Zee's Grocery & Liquor","650 Houseman Rd","Colorado Springs","CO",80930,"El Paso","Male",2147483647,,"Michael Lipe","Owner",,1,235040,"Miscellaneous Retail (Stores)",24,"Liquor Stores",
