"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"Peterson Afb Outdoor Adventure","675 W Ent Ave","Colorado Springs","CO",80914,"El Paso","female",2147483647,,"Eva Lawson","Principal",,0,0,"International Affairs and Nati",51,"National Security",
"Peterson Air Force Base","621 W Stewart Ave","Colorado Springs","CO",80914,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"Regional Training Support Ctr","1330 Specker Ave","Colorado Springs","CO",80913,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"Schriever Air Force Base","300 Omalley Ave # 500","Colorado Springs","CO",80912,"El Paso",,2147483647,7195675306,,,,5090,0,"International Affairs and Nati",51,"National Security",
"Scunc","500 Navstar St Bldg 608","Colorado Springs","CO",80912,"El Paso",,2147483647,,"Ricky Jones","Branch Manager",,0,0,"International Affairs and Nati",51,"National Security",
"SMC Det 11 Gpgn","440 Discoverer St Ste 50","Colorado Springs","CO",80912,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"SMC Det 11/Rnd","1050 E Stewart Ave","Colorado Springs","CO",80914,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"Space & Missile Center Detachm","1050 E Stewart Ave","Colorado Springs","CO",80914,"El Paso","male",2147483647,,"Louis Johnson","Commander",,0,0,"International Affairs and Nati",51,"National Security",
"Tenth Communications","8295 Clifton Dr","Colorado Springs","CO",80920,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"Traffic Mgmt Office FB 7000","Usaf Academy Bldg 8110","Colorado Springs","CO",80903,"El Paso","male",2147483647,,"David Powell","Branch Manager",,0,0,"International Affairs and Nati",51,"National Security",
"U S Air Force Tracking Station","411 Galileo Ave","Colorado Springs","CO",80912,"El Paso","male",2147483647,,"Mike Nelson","Owner",,9,0,"International Affairs and Nati",51,"National Security",
"United States Airforce","300 Omalley Ave Ste 37","Colorado Springs","CO",80912,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"United States Dept of Army","702 Sputnik Ave","Colorado Springs","CO",80912,"El Paso",,2147483647,,"Sgt Hall","Member",,0,0,"International Affairs and Nati",51,"National Security",
"United States Dept of Army","801 Tevis St","Colorado Springs","CO",80913,"El Paso","male",2147483647,,"Edward Soriano","General Manager",,0,0,"International Affairs and Nati",51,"National Security",
"United States Dept of Army","Fort Carson Bldg 8000","Colorado Springs","CO",80913,"El Paso","male",2147483647,,"Jos Massouda","Principal",,0,0,"International Affairs and Nati",51,"National Security",
"US Air Force Recruiting","380 Main St","Colorado Springs","CO",80911,"El Paso","Male",2147483647,,"R Mc Ginn","Manager",,1,0,"International Affairs and Nati",51,"National Security",
"US Air Force Recruiting","5719 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Army Decam","1638 Elwell St Bldg 6236","Colorado Springs","CO",80913,"El Paso","male",2147483647,,"Dave Montoya","Principal",,0,0,"International Affairs and Nati",51,"National Security",
"US Army Dept","212 N Wahsatch Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Army National Guard","4442 Barnes Rd","Colorado Springs","CO",80917,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Army Recruiting","2160 Vickers Dr # G","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"John Paxton","Manager",,10,0,"International Affairs and Nati",51,"National Security",
"US Army Recruiting","358 Main St","Colorado Springs","CO",80911,"El Paso","Male",2147483647,,"John Lewis","Manager",,4,0,"International Affairs and Nati",51,"National Security",
"US Army Recruiting","5861 Palmer Park Blvd # M","Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Army Space Command","1670 N Newport Rd","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"Colonel Semmens","Systems Analyst",,0,0,"International Affairs and Nati",51,"National Security",
"Us Army Space Command","1670 N Newport Rd # 200","Colorado Springs","CO",80916,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Defense Contract Audit","1330 Inverness Dr","Colorado Springs","CO",80910,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Defense Contract Audit","2070 N Academy Blvd","Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","21 SW Ja 135 Dovr St 1055","Colorado Springs","CO",80914,"El Paso",,2147483647,,"Lt Kenny","Manager",,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","3350 Cochran Dr","Colorado Springs","CO",80916,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","3550 Van Teylingen Dr","Colorado Springs","CO",80917,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","4199 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,"Lt Hoferer","Branch Manager",,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","6139 Desoto Dr","Colorado Springs","CO",80922,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","620 Metro St","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","785 Hubbell Dr","Colorado Springs","CO",80911,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","Peterson Afb","Colorado Springs","CO",80914,"El Paso",,2147483647,,"Gen Estes","Director",,0,0,"International Affairs and Nati",51,"National Security",
"US Dept of the Air Force","Usaf Academy Bldg","Colorado Springs","CO",80940,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Marine Corps Recruiting","5721 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Joseph Du Pont","Manager",,7,0,"International Affairs and Nati",51,"National Security",
"US Marine Corps Recruiting","697 Citadel Dr E","Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Marine Corps Recruiting Off","2190 Vickers Dr Ste J","Colorado Springs","CO",80918,"El Paso","female",2147483647,,"Ima Mtinezes","Branch Manager",,0,0,"International Affairs and Nati",51,"National Security",
"US Military","2827 E Pikes Peak Ave","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Nicholas Mertes","Principal",,0,0,"International Affairs and Nati",51,"National Security",
"US Naval Recruiting","2140 Vickers Dr # F","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Keith Horst","Manager",,9,0,"International Affairs and Nati",51,"National Security",
"US Navy Recruiting","304 S 8th St","Colorado Springs","CO",80905,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"US Recruiting","2150 Vickers Dr # H","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Roland Umiteg","Manager",,4,0,"International Affairs and Nati",51,"National Security",
"Usaf Academy-Cadet Dining","5136 Eagle Dr","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,0,0,"International Affairs and Nati",51,"National Security",
"Usaf Director of Admissions","2304 Caddie CT","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Robert Forrester","Branch Manager",,0,0,"International Affairs and Nati",51,"National Security",
"Usn Western Washington","3040 Oconnell Blvd","Colorado Springs","CO",80913,"El Paso",,2147483647,,"Com Borkowski","Principal",,0,0,"International Affairs and Nati",51,"National Security",
"Usnorthcom","250 VANDENBERG ST","Colorado Springs","CO",80914,"El Paso",,2147483647,,"Gen Eberhart",,,0,0,"International Affairs and Nati",51,"National Security",
"Usnorthcom","250 Vandenberg St Bldg 2","Colorado Springs","CO",80914,"El Paso","male",2147483647,,"Ralph Eberhart","Administrator",,0,0,"International Affairs and Nati",51,"National Security",
