"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"AZ Masters Tattooing 3","2727 Palmer Park Blvd","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Leon Miller","Partner",,7,323400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Babes In Toyland",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Balanced Body Massage Therapy","26 S Tejon St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,166650,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Balanced Health Studio","2312 W Dale St","Colorado Springs","CO",80904,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Bare Essentials",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Barfield's Affordable Tattoo","1861 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Female",2147483647,,"Lori Barfield","Owner",,3,169950,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Beautiful Barbies",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Beautiful Blondes",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Blonde Beauties",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,156750,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Body Symmetry","1605 S Tejon St","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,3,171600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Body Wise Intl","100 E Meadow Dr","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,3,161700,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Body Works Therapeutic","2592 Palmer Park Blvd","Colorado Springs","CO",80909,"El Paso","female",2147483647,,"Ellen Sommer","Owner",,5,152000,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Bombshell Babes",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,158400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Broadmoor Hills Massage Thrpy","3970 Broadmoor Valley Rd","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Treva Bremner","President",,1,56650,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Broadmoor Valley Therapeutic","401 Tamarron Dr","Colorado Springs","CO",80919,"El Paso","Female",2147483647,,"Lorna Bird","Owner",,2,113300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Bronze Bay Tanning","5551 Powers Center Pt","Colorado Springs","CO",80920,"El Paso","Female",2147483647,,"Nan Rushing","Owner",,3,158400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Brooke Johnson",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,"Brooke Johnson",,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Busty Blondes",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,158400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Buxom Brunettes","1715 Monterey Rd # 186","Colorado Springs","CO",80910,"El Paso","Male",2147483647,,"Stacy Filri","Owner",,9,640200,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Camanoka Inc","2734 N Arcadia St","Colorado Springs","CO",80907,"El Paso",,2147483647,,,,,4,222200,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Cameo Electrolysis","1901 N Union Blvd # 102","Colorado Springs","CO",80909,"El Paso","Female",2147483647,,"Beverly Shonts","Owner",,1,52800,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Caressa & Taylor",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,171600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Carol Williams/Shellhammer Lmt","1414 1/2 N Nevada Ave","Colorado Springs","CO",80907,"El Paso",,2147483647,,,,,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Carrie Schoomer Lmt","1880 Dublin Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Carrie Schoomer","Owner",,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Cats Meow","828 Bonfoy Ave","Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,1,52800,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"CEPR Massage","4740 Flintridge Dr # 110c","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Jill Parker","Owner",,2,113300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Cherries & Cream",,"Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,3,166650,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Christian Credit Counselors",,"Colorado Springs","CO",80908,"El Paso","Female",2147483647,,"Sonia Mctaggart","Owner",,17,1067000,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Christiane Neo-Life Dist Ctr","4339 San Miguel Cir","Colorado Springs","CO",80915,"El Paso","Female",2147483647,,"Christiane Zalnis","Owner",,1,53350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Clinical Massage Therapy","108 E Cheyenne Rd # 100","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Jerry Thompson","Manager",,3,169950,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"College Babes",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Colorado Beauties",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,158400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Colorado Medical Massage","7824 N Academy Blvd","Colorado Springs","CO",80920,"El Paso","Female",2147483647,,"Diane Trigg","Owner",,2,113300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Colorado Neighborhood Greeters","3645 Jeannine Dr # 104","Colorado Springs","CO",80917,"El Paso","Female",2147483647,,"Georgia Ward","President",,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service","Ward.Georgia@rmi.net"
"Colorado Springs Dental Soc","1870 Dublin Blvd Ste C","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Thomas Lynch","Owner",,11,313100,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Colorado Springs Finest Ladies",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,166650,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Colorado Wellness Spa","411 E Bijou St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Natasha Mc Cants","Owner",,1,56650,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Columbine Massage Therapy PC","2180 Hollow Brook Dr","Colorado Springs","CO",80918,"El Paso","female",2147483647,,"Janet Lewis","President",,16,681600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Community Credit Counselors","3540 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,"www.debt911.org",3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Consentual Co Eds","308 E Pikes Peak Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Consumer Credit Counseling Svc","1233 Lake Plaza Dr","Colorado Springs","CO",80906,"El Paso","Female",2147483647,7195763756,"Mary Lou Wild","Manager",,5,280500,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Consumer Credit Counseling Svc","5265 N Academy Blvd # 1000","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Catherine Carter","Manager",,3,171600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Cream Of The Crop",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,160050,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Creative Fitness","530 Communication Cir # 202","Colorado Springs","CO",80905,"El Paso","Female",2147483647,,"Judy White","Owner",,1,52250,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Creative Ministry","317 S Chelton Rd","Colorado Springs","CO",80910,"El Paso","Female",2147483647,,"Judith Spicer","Manager",,1,53900,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Creative Tan","3028 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","Female",2147483647,,"Penny Willcox","Owner",,2,105600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Credit Score Specialists","1277 Kelly Johnson Blvd # 245","Colorado Springs","CO",80920,"El Paso","Male",2147483647,,"James Hoskisson","Manager",,1,55550,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Curves For Women","328 Main St","Colorado Springs","CO",80911,"El Paso","Female",2147483647,7193915852,"Kelly Adkison","Owner",,5,272250,"Personal Services (Services)",45,"Miscellaneous Personal Service","JanetG@sandiegocurves.com"
"Curves For Women","6825 Silver Ponds Hts # 101","Colorado Springs","CO",80908,"El Paso","Female",2147483647,,"Janet Gorman","Owner",,3,160050,"Personal Services (Services)",45,"Miscellaneous Personal Service","JanetG@sandiegocurves.com"
"Dancing Algae Co","533 N 17th St","Colorado Springs","CO",80904,"El Paso","Male",2147483647,,"William E Cooper","Owner",,2,104500,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Dangerously Yours",,"Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Stanley Code","Owner",,18,849750,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Datamatch","239 N El Paso St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,2,111100,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Dateliners LLC","128 S Tejon St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Gloria Marquez","Owner",,2,114400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Daugherty Enterprises Inc","31 N Tejon St # 300","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Janelle Daugherty","Owner",,1,53350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Deborah Dooley",,"Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Deborah Dooley",,,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Denise C White LMT","712 S Tejon St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Denise C White","Owner",,3,160050,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Diet Center","1849 S Nevada Ave","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Kerri Davis-Stewart","Owner",,3,166650,"Personal Services (Services)",45,"Miscellaneous Personal Service","Davis-Stewart-Kerri@diet4u.com"
"Diet Center","9475 Briar Village Pt # 162","Colorado Springs","CO",80920,"El Paso",,2147483647,,,,,2,108900,"Personal Services (Services)",45,"Miscellaneous Personal Service","Davis-Stewart-Kerri@diet4u.com"
"Diversified Mobile Massage","2730 Oro Blanco Dr","Colorado Springs","CO",80917,"El Paso","Male",2147483647,,"Todd Gray","Owner",,1,56100,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Dream Girls",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,158400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Dynamic Body Massage Therapy","1526 S Tejon St","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"Richard Hornish","Owner",,5,264000,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Eager Beavers",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,166650,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Ebony Erotic Massage",,"Colorado Springs","CO",80903,"El Paso","Male",2147483647,,"Phenix Stahos","Owner",,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Egg & I","7814 N Academy Blvd","Colorado Springs","CO",80920,"El Paso","male",2147483647,,"Mat Raabe","Owner",,6,227700,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"El Paso Mini Storage","3249 El Paso Pl","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"David Randy","Owner",,1,29100,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Electric Beach Tanning","5743 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Mark Lange","President",,2,237500,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Elegant & Exotic Entertainment",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,161700,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Elemental Bodyworks","115 N Wahsatch Ave # 103","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Elite Tans","6130 Barnes Rd","Colorado Springs","CO",80922,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Erotic Fantasies",,"Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,3,160050,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Erotic Rendezvous",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Essence Of Movement Pilates","1301 S 8th St # 115","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Essential Moments Therapeutic","127 1/2 E Bijou St # 5","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,1,55550,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Euro-Tan","3655 Star Ranch Rd","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Melea Weirauch","Manager",,10,448800,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"European Therapeuutics",,"Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,3,161700,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Executive Skin & Laser","8836 N Union Blvd","Colorado Springs","CO",80920,"El Paso","Female",2147483647,7192823735,"Norene Kouch","Owner",,8,336600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Executive Tan","6558 S Academy Blvd","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Hiliary Pratte","Manager",,3,163350,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Executive Tans","742 Village Center Dr","Colorado Springs","CO",80919,"El Paso","Male",2147483647,,"Jerry Williams","Owner",,4,217800,"Personal Services (Services)",45,"Miscellaneous Personal Service","Williams@executivetans.com"
"Executive Tans","Powers & Palmer Park","Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service","Williams@executivetans.com"
"Extreme Tan",,"Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,3,168300,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Extreme Tan","6030 N CAREFREE CIR","Colorado Springs","CO",80922,"El Paso","female",2147483647,,"Brenda Hart","Partner",,12,301600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Face & Body Electrolysis","2175 Academy Cir # 203","Colorado Springs","CO",80909,"El Paso","Female",2147483647,,"Madelaine Bobbitt","Owner",,1,54450,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Feng Shui Consulting Svc","PO Box 51193","Colorado Springs","CO",80949,"El Paso","Female",2147483647,,"Suzanne Metzger","Owner",,1,52250,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"First Place Barbie Girls",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,171600,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Fitness Focus-Kelly Calabrese","5195 Sevenoaks Dr","Colorado Springs","CO",80919,"El Paso","Female",2147483647,,"Kelly Calabrese","Owner",,1,54450,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Flash's Tattoo Co","5927 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,7192820551,,,,4,224400,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Foxy Ladies",,"Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,160050,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Freaky's Tattoo & Body Pierce","308 E Platte Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,4,222200,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Fuji Oriental Massage Therapy","5879 Palmer Park Blvd","Colorado Springs","CO",80915,"El Paso","Male",2147483647,,"Bill Duncan","Owner",,2,107800,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Gentlemans Choice Tuxedos","2415 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Richard Costra","President",,3,83160,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Getting Message Therapy","422 E Vermijo Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,"Merne Getting","Manager",,3,169950,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Gloria Hearten","2020 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Female",2147483647,,"Gloria Hearten",,,3,161700,"Personal Services (Services)",45,"Miscellaneous Personal Service",
"Glory Badges Tattoo","219 E Platte Ave","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Maria Cabel","Owner",,1,52800,"Personal Services (Services)",45,"Miscellaneous Personal Service",
