"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"Childrens Advocacy Ctr For Th","423 S Cascade Ave","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Janet Buss","Director",,6,432290,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Craig Cox Investigations LLC","20 Boulder Ct","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,1,165300,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Curier Process Service Inc","115 E Vermijo Ave Ste 202","Colorado Springs","CO",80903,"El Paso",,2147483647,,"Bobbie Howard","President",,5,92920,"Business Services (Services)",47,"Detective And Armored Car Serv",
"D C King Investigations","4695 Ackley Ct","Colorado Springs","CO",80922,"El Paso",,2147483647,,,,,5,172260,"Business Services (Services)",47,"Detective And Armored Car Serv",
"D J Riley & Assoc","328 Swope Ave","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Danny J Riley","Owner",,1,27840,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Dale Meesey & Assoc","29 Luxury Ln","Colorado Springs","CO",80921,"El Paso","Male",2147483647,,"Dale Meesey","Owner",,1,29870,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Delta Co","3217 N Institute St","Colorado Springs","CO",80907,"El Paso",,2147483647,,,,,1,28710,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Douglas Detective & SEC Svc","P.O. BOX 5188","Colorado Springs","CO",80931,"El Paso","male",2147483647,,"Donald Douglas","President",,21,282800,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Douglas Detective/Security Svc","527 Quebec St","Colorado Springs","CO",80911,"El Paso","Male",2147483647,7193929213,"Donald Douglas","Owner",,39,1113020,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Drexler Legal Investigations","20 Boulder Ct","Colorado Springs","CO",80903,"El Paso","Male",2147483647,,"William Srexler","Owner",,1,29870,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Eagle Eye Investigations","19 N Tejon St # 200","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,7,175740,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Elure","PO Box 26571","Colorado Springs","CO",80936,"El Paso","Male",2147483647,,"Robert Zajac","Owner",,1,29580,"Business Services (Services)",47,"Detective And Armored Car Serv",
"F B G Service Corporation","3608 N Stone Ave Ste B","Colorado Springs","CO",80907,"El Paso",,2147483647,,"Randy Zornes",,,0,0,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Guardsmark Inc","5527 N Union Blvd # 204","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Brian Loder","Manager",,1,28710,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Guardsmark Llc","8 S Nevada Ave Ste 205","Colorado Springs","CO",80903,"El Paso","male",2147483647,,"Brian Logan","Manager",,0,0,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Investigative & Paralegal Svc",,"Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,9,179220,"Business Services (Services)",47,"Detective And Armored Car Serv",
"JHE Consultant Group","4965 Langdale Way","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"James Earle","Owner",,3,88740,"Business Services (Services)",47,"Detective And Armored Car Serv",
"JHE Consultant Group Inc","1751 S 8th St","Colorado Springs","CO",80906,"El Paso","Male",2147483647,,"James Earle","President",,4,113680,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Keystone Consultants","7 E Bijou St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,7,175740,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Legal Troy Investigation Zook","20 Boulder CT","Colorado Springs","CO",80903,"El Paso","male",2147483647,,"Troy Zook","Owner",,5,95000,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Loomis Fargo & Co","485 Elkton Dr # A","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7192781515,"Darin Stalbaum","Manager",,36,1113600,"Business Services (Services)",47,"Detective And Armored Car Serv",
"M & Sllc","2110 Pheasant Pl","Colorado Springs","CO",80909,"El Paso",,2147483647,,,,,10,180960,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Magnum Security & Invstgtns",,"Colorado Springs","CO",80919,"El Paso","Male",2147483647,,"Arthur Chick","Owner",,1,28130,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Omega Security Svc Inc","5250 Hunters Run","Colorado Springs","CO",80911,"El Paso","Male",2147483647,7193905484,"Stephen Jackson","Owner",,20,507790,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Overton Protection Co","2860 S Circle Dr # 2325","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,5,172260,"Business Services (Services)",47,"Detective And Armored Car Serv",
"PI Designs On Silicon","3910 Strawberry Field Grv","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,10,180960,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Pre Search Background Svc","6315 Ashton Park Pl","Colorado Springs","CO",80919,"El Paso","Female",2147483647,,"Pam Jaebker","Owner",,4,170520,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Rampart Investigations Inc","2845 Ore Mill Rd # 8","Colorado Springs","CO",80904,"El Paso","Male",2147483647,,"Robert Buffington","Owner",,3,88740,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Reliance Security","2220 E Bijou St","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Larry Baker","Manager",,5,143550,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Reliant Polygraph","825 N Circle Dr # 201","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Dutch Ackart","Owner",,1,29580,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Secret Sleuth Private","1837 S Nevada Ave","Colorado Springs","CO",80906,"El Paso","Female",2147483647,,"Rachel Carsinni","Owner",,1,27840,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Securitas Security Svc USA Inc","2790 N Academy Blvd # 130","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195918248,"Nick Davis","Manager","www.securitas.com",370,10454500,"Business Services (Services)",47,"Detective And Armored Car Serv","info@securitas.com"
"Security Horizon Inc","5350 Tomah Dr Ste 3500","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"James Rogers","Chief Executive Officer",,5,752400,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Shull Investigations","PO Box 494","Colorado Springs","CO",80901,"El Paso","Male",2147483647,,"Daniel Shull","Owner",,1,29290,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Snider's Security Enterprises","5447 Lions Gate Ln","Colorado Springs","CO",80919,"El Paso",,2147483647,,,,,1,28710,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Spear Security Co",,"Colorado Springs","CO",80915,"El Paso",,2147483647,,,,,4,170520,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Sun Dance Investigations","PO Box 38941","Colorado Springs","CO",80937,"El Paso","Female",2147483647,,"Carolyn Green","Owner",,1,29290,"Business Services (Services)",47,"Detective And Armored Car Serv",
"T I Probation Svc","109 E Kiowa St","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7195774677,"Gary Thompson","President",,10,209090,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Thomas A Rosazza & Assoc","3843 Teakwood Ct","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Thomas A Rosazza","Owner",,1,29580,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Thomas Hoff & Assoc Polygraph","31 E Platte Ave # 211","Colorado Springs","CO",80903,"El Paso","Male",2147483647,,"Thomas Hoff","Owner",,2,58580,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Thompson Investigations","31 N Tejon St # 210","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7195774677,"Gary Thompson","Owner",,7,281300,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Titan Shield Security","803 4th St # Aa","Colorado Springs","CO",80907,"El Paso",,2147483647,,,,,5,172260,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Troy Zook Legal Investigations","20 Boulder Ct","Colorado Springs","CO",80903,"El Paso","Male",2147483647,,"Troy Zook","Owner",,4,112520,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Westek Security Specialists","3130 Boychuck Ave # J","Colorado Springs","CO",80910,"El Paso","Male",2147483647,,"Shane Prickett","Owner",,5,143550,"Business Services (Services)",47,"Detective And Armored Car Serv",
"Westek Security Specialists","P.O. BOX 16006","Colorado Springs","CO",80935,"El Paso","female",2147483647,,"Nichole Prickett","Member",,3,180500,"Business Services (Services)",47,"Detective And Armored Car Serv",
