"CompanyName","Address","City","State","Zip","County","Gender","PhoneNumber","FaxNumber","CompanyContact","CompanyContactTitle","WebSite","TotalEmployees","AnnualSales","Industry","SIC_Code","SIC_Code_Description","GenericCompanyEmailAddress"
"Back & Neck Pain Ctr","805 Garden Of The Gods Rd","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7192640262,"Erik Gillespie","Owner",,1,93930,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","Gillespie@drvenis.com"
"Back In Motion","2133 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195730521,"Jeffrey L Dragoo","Owner",,2,182280,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Balanced Rock Chiropractic","5525 N Union Blvd # 101","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7192601124,"Lynn Cash","Owner",,3,276210,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Bayley Chiropractic Clinic","308 S 8th St # K","Colorado Springs","CO",80905,"El Paso","Male",2147483647,,"Christopher Bayley","Owner",,1,94860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Becco Chiropractic Office","1819 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7196332198,"Gregory J Becco","Owner",,3,287370,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Bijou Chiropractic Healing Ctr","1935 E Bijou St","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195780071,"Galen G Graham","Owner",,3,265050,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Black Forest Chiropractic","8965 Black Forest Rd","Colorado Springs","CO",80908,"El Paso","Male",2147483647,,"Ronald A Paxton","Owner",,3,281790,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Body In Balance","3650 Austin Bluffs Pkwy # 197","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Scott De Ryk","Owner",,1,94860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","De RykS@edmondspilates.com"
"Boykin Chiropractic Office","3364 Templeton Gap Rd","Colorado Springs","CO",80907,"El Paso","Male",2147483647,,"J Patrick Boykin","Owner",,2,178560,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"C & H Management Inc","245 S Academy Blvd","Colorado Springs","CO",80910,"El Paso","male",2147483647,,"Charles Hueser","President",,5,1030000,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Carefree Chiropractic","3365 N Academy Blvd","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195720228,"Douglas Johnson","Owner","www.carefreechiropractic.net",3,276210,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","drdoug@carefreechiropractic.net"
"Caring Chiropractic Clinic","4975 Austin Bluffs Pkwy","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Maria V Holliger","Owner",,2,184140,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Carlson Chiropractic","3030 N Hancock Ave # D","Colorado Springs","CO",80907,"El Paso","Male",2147483647,,"David Carlson","Owner",,2,189720,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Cascade Chiropractic Ctr","824 E Fillmore St","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7196342371,"Clinton C Waggoner","Owner",,2,187860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Champion Health Assn LLC","175 S Union Blvd Ste 230","Colorado Springs","CO",80910,"El Paso",,2147483647,,"P Leahy","Partner",,17,892400,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Champion Health Assoc","175 S Union Blvd # 230","Colorado Springs","CO",80910,"El Paso","Male",2147483647,7194737479,"Michael P Leahey","Owner","www.activerelease.com",10,1093680,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","L.Michael P@activerelease.com"
"Chiro Connection","3425 Austin Bluffs Pkwy # 110","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7196300256,"Ty Johnson","Owner",,4,375720,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Chiro-One Health Ctr","1120 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7196670156,"Sugki Sohn","Owner",,3,290160,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Chirocare Recovery Center","3709 Parkmoor Village Dr # 105","Colorado Springs","CO",80917,"El Paso",,2147483647,,"H Henkburg","Owner",,5,227700,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Chirocare Recovery Ctr","3709 Parkmoor Village Dr # 105","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195729991,"Henning Handberg","Manager",,9,574740,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Chiropractic First","625 N Cascade Ave # 115","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7194470349,"Paul Reed","Owner",,3,267840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","Paul.Reed@chiropractic1st.com"
"Chiropractic Group","955 Garden Of The Gods Rd","Colorado Springs","CO",80907,"El Paso","Female",2147483647,7192777331,"Christine Vaillancourt","Manager",,4,368280,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Chiropractic Solutions Inc","1750 Telstar Dr # 201","Colorado Springs","CO",80920,"El Paso","Female",2147483647,,"Christie Sonchar","Owner",,3,287370,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Chiropratic Care Recovery Ctr","3709 Parkmoor Village Dr # 105","Colorado Springs","CO",80917,"El Paso",,2147483647,,"Henning Hanberg","Owner",,5,227700,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Citadel Chiropractic Clinic","3612 Galley Rd # A","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195976647,"Daniel A Sollee","Manager",,2,184140,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Citadel Chiropractic Clinic","3612 Galley Rd Ste A","Colorado Springs","CO",80909,"El Paso",,2147483647,,"Daniell Sollee","Owner",,5,191900,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Collins Family Chiropractic","4729 N Carefree Cir","Colorado Springs","CO",80917,"El Paso","Male",2147483647,,"Patrick Collins","Owner",,2,182280,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Colorado Springs Chiropractic","524 N Weber St","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7196352370,"Randy A Weum","Owner",,3,270630,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Conner Chiropractic","824 E Fillmore St","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7196361616,"Gregory Conner",,,3,270630,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Cramer Health Ctr","107 N Union Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7196335204,"Scott R Cramer","Owner",,4,546840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Crossing Healing Arts Ctr","627 N Weber St","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7194712613,"John C Garrison","Owner",,1,93930,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Daugherty Chiropractic","1923 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7196354735,"John Daugherty","Owner",,4,386880,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"David Byers Chiropractor","111 W Fillmore St","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7194470755,"David Byers",,,3,290160,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Dean Chiropractic","3715 Parkmoor Village Dr # 102","Colorado Springs","CO",80917,"El Paso","Female",2147483647,,"Pamela A Dean","Owner",,1,96720,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Driscoll Chiropractic Office","1819 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7196332198,"David L Driscoll","Owner",,2,191580,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Elliott Chiropractic Ctr","3585 Van Teylingen Dr # D","Colorado Springs","CO",80917,"El Paso","Female",2147483647,7195972427,"Dee Elliott","Owner",,2,187860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Executive Park Chiropractic","3220 N Academy Blvd # 6","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195911411,"Scott Schroeder","Manager",,3,284580,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Family Care Chiropractic","5376 Tomah Dr # 204","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Michael W Kopta","Owner",,3,273420,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","Michael W@familycarechiro.chirodirectory.com"
"Family Care Chiropractic","5376 Tomah Dr Ste 204","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Michael Kopta","Owner",,7,262600,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","Michael W@familycarechiro.chirodirectory.com"
"Family Chiropractic","5265 N Academy Blvd # 1100","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7192609727,"Kara Rosenstrauch","Manager",,3,276210,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Family Health & Wellness Ctr","1819 N Circle Dr # 9","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Brent M Barney","Owner",,1,91140,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Fiesia Chiropractic Offices","232 E Monument St","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,3,273420,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Fischer Chiropractic Ctr","3225 Austin Bluffs Pkwy # 100","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7193800221,"Rebecca Fischer","Owner",,4,375720,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Flesia Chiropractic Offices","232 E Monument St","Colorado Springs","CO",80903,"El Paso","female",2147483647,7196337878,"Katherine Flesia","Owner",,5,217800,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Foreman Chiropractic Clinic","4157 Centennial Blvd","Colorado Springs","CO",80907,"El Paso","Female",2147483647,7195990958,"Kerra Foreman","Owner",,3,281790,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Freedom Chiropractic","6285 Lehman Dr # D","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195330304,"Kristen Kells","Owner",,3,276210,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Freiling Chiropractic","6535 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195929401,"Rodney W Frieling","Owner",,2,184140,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Friese Chiropractic Clinic","3510 Galley Rd # 108","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Kurt G Friese","Owner",,1,89280,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Front Range Chiropractic","4755 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195909320,"Gary Ranney","Owner",,2,184140,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Golly Chiropractic","2410 N Powers Blvd # B","Colorado Springs","CO",80915,"El Paso","Male",2147483647,7195962421,"Albert M Golly","Owner",,4,360840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Gulla Peter Bradley DC","3510 Galley Rd Ste 104","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Bradley Hennen","Partner",,3,252200,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Harvey Jack C DC","425 W Rockrimmon Blvd # 100","Colorado Springs","CO",80919,"El Paso","male",2147483647,,"Jack Harvey","President",,5,186200,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Healing Touch Chiropractic","1422 N Hancock Ave # 1s","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Abbie Dring","Owner",,4,375720,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Heath Absolute Center","5959 Delmonico Dr","Colorado Springs","CO",80919,"El Paso","male",2147483647,,"Brian Polvi","Partner",,7,282800,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Hefty Chiropractic Ctr","1970 Dominion Way","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Wayne Buessing","Owner",,3,265050,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Hennen Health System","3510 Galley Rd # 104","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7193808055,"Bradley R Hennen","Owner",,4,364560,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Henrie Chiropractic","3830 Maizeland Rd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195701551,"Bill K Henrie","Owner",,3,267840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Heuser Chiropractic","753 Garden of The Gods Rd","Colorado Springs","CO",80907,"El Paso","female",2147483647,,"Jodi Fisher","Manager",,0,0,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Heuser Chiropractic Office","245 S Academy Blvd","Colorado Springs","CO",80910,"El Paso","male",2147483647,7195747365,"Charles Heuser","Owner","www.freespinalexam.com",22,915200,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","scmchartistry@yahoo.com"
"Holden James","669 Citadel Dr E","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"James Holden","Principal",,5,222200,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Innate PC","2201 N Weber St","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7194719317,"Daniel Perkins",,,3,276210,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Keller Chiropractic","4831 Barnes Rd","Colorado Springs","CO",80917,"El Paso","Male",2147483647,,"Jason Keller","Owner",,3,281790,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","JK@calmedlegal.com"
"Keller Jeff","1741 Briargate Blvd","Colorado Springs","CO",80920,"El Paso","male",2147483647,,"Jeff Keller","Owner",,1,88350,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Knobbs Chiropractic","4305 Beverly St # B","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195286210,"Dale W Knobbs","Owner",,4,353400,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Koontz Chiropractic","3031 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","Male",2147483647,7193920732,"William Koontz","Owner",,4,714240,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Koontz Chiropractic PC","3031 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"William Koontz","President",,9,267800,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Lawrence Chiropractic & Rehab","3261 W Carefree Cir","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195964581,"J Brock Lawrence","Owner",,2,193440,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Lewis E Mock DC","1715 N Weber St # 260","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7194732861,"Lewis E Mock",,,3,290160,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Louis E Jenik DC","6270 Lehman Dr # 210","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7192666151,"Louis E Jenik",,,3,284580,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"M Mullenax DC","6190 Lehman Dr","Colorado Springs","CO",80918,"El Paso",,2147483647,,"M Mullenax",,,3,265050,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Mark N Rice DC","4755 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195981195,"Mark N Rice",,,3,270630,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Metro Health Svc","4740 Flintridge Dr # 101","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7192601964,"Duane Smith","Manager","www.metrohealthservices.org",11,939300,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","info@metrohealthservices.org"
"Michael Krizan DC","3709 Parkmoor Village Dr","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195729991,"Michael Krizan",,,3,287370,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Mountain View Chiropractic","669 Citadel Dr E","Colorado Springs","CO",80909,"El Paso","Female",2147483647,7195744481,"Tina Bragg","Owner",,1,95790,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Natural Solutions","1837 Austin Bluffs Pkwy # 100","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Susan Levy",,,3,273420,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"New Horizon Chiropractic","1917 Lelaray St","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"William F Hein","Owner",,3,267840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"North Academy Chiropractic","P.O. BOX 8197","Colorado Springs","CO",80933,"El Paso",,2147483647,,"Chanele Kllosternier","Manager",,0,0,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Paterson Daniel J DC","1802 Chapel Hills Dr E","Colorado Springs","CO",80920,"El Paso","male",2147483647,,"Randy Knoche","President",,10,465300,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Patricia A Youmans DC","5595 Flag Way","Colorado Springs","CO",80919,"El Paso","Female",2147483647,,"Patricia A Youmans",,,3,284580,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Peak Health Chiropractic","3220 N Academy Blvd","Colorado Springs","CO",80917,"El Paso","Female",2147483647,7195911411,"Tamara Steinbach","Manager",,4,360840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Plott Chiropractic Office","1809 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7196352590,"Karl Plott","Owner",,1,94860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Richard T Petersen Od","1625 E Platte Ave","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Richard Peterson","Owner",,6,362600,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Riekeman Chiropractic Center","213 E Cache La Poudre St","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Deborah Riekeman","Owner",,11,360500,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Riekman Chiropractic","213 E Cache LA Poudre St # B","Colorado Springs","CO",80903,"El Paso","Female",2147483647,7196307683,"Deborah J Riekman","Owner",,2,618450,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Rob Gottesman DC","4360 Montebello Dr","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"Rob Gottesman",,,3,273420,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Rockrimmon Chiropractic","425 W Rockrimmon Blvd # 100","Colorado Springs","CO",80919,"El Paso","Male",2147483647,7195930744,"Jack C Harvey","Partner",,5,469650,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Rocky Mountain Chiropractic","1880 Dublin Blvd # E","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195359901,"Vincent P Loparco","Owner",,3,270630,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Sabin Chiropractic Clinic","611 S Nevada Ave","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7196308094,"Gregory M Sabin","Owner",,2,189720,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Salsman Chiropractic Health","1231 Lake Plaza Dr # A","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7195790182,"William Salsman","Owner",,5,474300,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Sand Creek Chiropractic","1883 S Academy Blvd","Colorado Springs","CO",80916,"El Paso","Male",2147483647,7195977554,"Donald E Duranso","Owner",,2,187860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Security Chiropractic Clinic","1825 Main St # C","Colorado Springs","CO",80911,"El Paso","Female",2147483647,,"Holly M Bahrenburg","Owner",,3,287370,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Smart Health & Wellness","115 N Wahsatch Ave","Colorado Springs","CO",80903,"El Paso",,2147483647,,,,,2,187860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Smith Chiropractic Clinic","5698 S Us Highway 85-87 # 110","Colorado Springs","CO",80911,"El Paso","Male",2147483647,7193908313,"Terry Smith","Owner",,2,184140,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Solsman Chiropractic","1231 Lake Plaza Dr Ste A","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"William Solsman","Owner",,5,188100,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"South Springs Chiropractic","1220 Lake Plaza Dr","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7195799623,"David Doyle","Partner",,5,455700,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Springs Chiropractic","1802 Chapel Hills Dr # E","Colorado Springs","CO",80920,"El Paso","Male",2147483647,7195310880,"Randy R Knoche","Owner","www.springschiropractic.com",11,1262940,"Health Services (Services)",49,"Offices And Clinics Of Chiropr","RKnoche@springschiropractic.com"
"Stading & Wood Chiropractic","635 Southpointe Ct # 220","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7194757398,"Ken Stading","Owner",,2,180420,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Stassen Chiropractic Ctr","3455 Briargate Blvd # 104","Colorado Springs","CO",80920,"El Paso","Male",2147483647,7192606537,"Patrick C Stassen","Owner",,2,187860,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Steven L Lokken DC","815 E Platte Ave","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7192277125,"Steven L Lokken",,,3,276210,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Summit Chiropractic","1791 S 8th St # F","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7194712854,"Brian Flemming","Manager",,2,176700,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Summit Chiropractic","6130 Barnes Rd Ste 116","Colorado Springs","CO",80922,"El Paso","male",2147483647,,"Steven Longman","President",,17,663000,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Susan Rivard DC","1814 N Wahsatch Ave","Colorado Springs","CO",80907,"El Paso","Female",2147483647,,"Susan Rivard",,,3,267840,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Tessier Chiropractic","5235 Miranda Rd","Colorado Springs","CO",80918,"El Paso","Male",2147483647,,"David Tessier","Owner",,1,88350,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Thatcher Chiropractic","3535 American Dr","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195747791,"James A Thatcher","Owner",,3,290160,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Thornally Chiropractic Ctr","6189 Lehman Dr # 105","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195942038,"Peggy Thornally","Partner",,3,281790,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
"Todd M Adams Dc PC","4905 N Union Blvd # 100","Colorado Springs","CO",80918,"El Paso","Male",2147483647,7195330078,"Todd Adams","Owner",,3,284580,"Health Services (Services)",49,"Offices And Clinics Of Chiropr",
